visits,hits,pageviews,transactions,totalTransactionRevenue
1,19,18,1,40.99
2,38,32,1,26.98
2,22,17,1,32.98
12,97,70,1,1029.95
1,8,8,1,36.99
5,37,27,1,597.45
13,112,82,1,815.14
6,62,49,2,97.91
1,43,34,1,323.75
2,27,22,1,15.96
6,43,33,1,119.68
2,13,13,1,106.98
1,24,18,1,1605.8
1,18,15,1,27.19
4,45,40,1,66.56
7,66,44,1,157.91
2,24,20,1,18.58
4,26,22,1,19.0
1,15,15,1,49.79
1,11,9,1,49.59
1,18,16,1,21.19
1,15,12,1,204.75
6,15,14,1,175.6
2,48,38,1,120.88
3,43,31,1,60.97
3,36,26,1,68.98
2,19,19,1,38.98
1,20,19,1,10.99
2,56,47,2,53.98
1,17,15,1,17.79
4,42,28,1,88.14
5,30,28,1,37.89
4,42,34,1,49.47
4,29,21,1,64.56
4,89,74,1,36.73
1,19,15,1,31.18
2,42,38,1,48.7
3,17,15,1,168.76
4,27,23,1,570.22
2,27,23,1,58.98
1,13,11,1,19.59
2,32,28,1,728.88
7,79,55,1,220.93
3,25,19,1,46.77
1,40,31,1,124.99
1,36,27,1,198.13
1,23,22,1,33.19
2,19,16,1,225.6
2,28,26,1,76.58
1,18,15,1,54.7
1,13,11,1,52.79
4,55,39,2,85.37
2,24,23,1,57.98
4,101,77,1,38.47
5,40,30,1,19.99
1,19,16,1,29.19
5,85,67,5,509.0
1,14,11,1,29.12
1,23,20,1,91.85
2,44,40,2,829.85
2,74,61,1,39.96
8,65,49,1,427.91
1,13,13,1,15.99
1,45,38,1,18.99
9,114,85,1,235.24
1,12,11,1,92.99
5,9,9,1,1015.48
1,16,14,1,25.99
3,23,19,1,50.95
3,37,31,1,324.0
4,36,32,1,68.96
3,24,18,1,681.1
2,27,22,1,64.98
1,41,30,1,25.99
1,12,10,1,384.8
2,29,26,1,29.98
1,9,9,1,11.19
2,24,22,1,55.38
1,16,14,1,74.85
15,82,58,1,235.25
2,94,41,1,36.98
7,55,39,1,942.63
1,18,15,1,60.99
4,31,25,1,51.96
3,15,15,1,606.0
6,66,51,1,172.44
1,11,11,1,26.58
8,131,90,1,129.53
1,17,17,1,23.99
6,66,49,1,26.78
1,12,9,1,11.99
2,22,18,1,155.0
2,26,22,1,29.18
5,99,72,1,54.79
1,25,22,1,45.79
1,27,25,1,25.99
3,59,48,1,35.97
1,14,13,1,75.99
5,26,21,1,50.46
1,19,16,1,20.19
1,53,48,1,27.99
11,45,30,1,154.89
3,47,37,1,44.77
1,10,9,1,14.99
3,34,29,1,38.57
14,35,30,2,2520.9
12,132,96,1,132.51
3,5,5,1,46.76
5,34,24,1,331.73
7,45,37,1,1129.06
2,12,12,1,61.27
8,21,19,1,115.44
12,76,51,1,602.99
1,27,24,1,96.99
2,53,41,1,347.61
3,23,21,1,53.77
8,55,40,1,634.8
1,27,21,1,19.99
5,19,18,1,144.74
4,82,63,1,168.36
1,14,12,1,16.19
1,33,28,1,36.99
2,29,24,1,15.98
2,110,89,1,44.18
10,11,11,1,77.43
3,36,30,1,26.97
2,42,33,1,25.49
2,8,8,1,290.08
4,73,54,1,100.95
1,17,15,1,22.99
2,37,26,1,146.55
1,16,15,1,61.99
2,23,19,1,29.18
16,103,70,1,1181.79
2,23,18,1,40.98
1,17,17,1,67.99
1,13,13,1,28.19
2,24,20,1,64.57
2,14,12,1,45.98
4,39,31,1,286.0
3,21,17,1,184.8
1,14,12,1,65.34
3,22,17,1,342.25
1,15,11,1,17.39
1,10,10,1,32.19
3,23,17,1,47.77
14,90,62,1,125.29
1,13,11,1,75.99
2,24,22,1,34.98
1,19,18,1,30.99
1,42,35,1,19.99
3,53,42,1,22.97
2,42,37,1,31.98
7,69,52,2,156.53
2,17,15,1,764.0
1,18,16,1,61.99
2,28,18,1,71.92
1,27,23,1,5.99
1,24,19,1,17.99
20,172,112,1,806.82
2,19,15,1,182.8
3,24,18,1,22.37
1,16,14,1,24.58
2,18,15,1,66.78
1,17,16,1,35.97
11,85,62,1,199.58
1,34,28,1,19.95
1,22,19,1,46.98
3,24,24,1,124.79
1,18,14,1,33.99
3,24,18,1,57.38
2,23,22,1,27.38
1,34,29,1,81.19
1,21,18,1,194.9
1,14,12,1,10.19
1,23,20,1,31.99
4,40,34,1,104.53
1,10,10,1,61.96
1,18,17,1,32.7
1,15,13,1,17.99
1,10,9,1,421.85
3,36,26,1,106.48
2,20,15,1,41.38
1,17,14,1,19.99
1,18,15,1,62.99
10,71,49,1,243.1
3,46,39,1,79.97
2,30,24,1,460.54
1,34,29,1,41.99
1,48,37,1,28.19
2,18,15,1,484.65
2,35,28,1,6.49
2,22,18,1,55.97
1,18,16,1,4.99
1,45,36,1,26.99
1,12,10,1,22.59
1,23,17,1,58.99
2,35,32,1,23.98
1,30,24,1,60.99
5,96,68,1,121.35
2,28,26,1,39.98
2,8,8,1,33.98
2,96,71,1,27.98
1,47,32,1,65.99
1,27,24,1,47.99
8,61,46,1,111.33
4,31,23,1,95.47
4,57,46,1,40.47
2,59,46,1,70.98
4,33,24,1,66.96
6,57,40,1,163.54
1,37,28,1,11.39
2,19,17,1,58.9
1,28,24,1,45.79
4,52,43,1,78.96
3,33,30,1,13.48
2,30,26,1,131.98
1,14,14,1,21.0
2,23,22,1,44.98
1,16,14,1,17.99
5,80,66,1,63.9
14,82,57,1,146.24
3,29,21,1,51.95
1,19,16,1,58.99
9,14,14,1,232.1
4,47,39,1,82.94
2,17,16,1,22.98
3,51,43,1,68.97
5,38,33,1,42.36
1,14,14,1,33.99
2,37,25,1,40.78
2,34,24,1,91.98
2,31,25,1,45.98
2,35,35,1,47.98
4,47,37,1,115.13
5,55,39,1,181.68
1,9,8,1,47.79
1,31,18,1,32.19
3,45,36,1,81.97
1,18,16,1,28.99
3,30,24,1,70.17
1,21,19,1,16.99
2,16,13,1,31.98
1,20,16,1,24.19
4,84,61,1,78.76
1,23,17,1,92.99
3,40,38,1,36.45
3,29,24,1,240.7
3,51,44,2,68.17
1,19,17,1,33.39
2,50,40,1,55.98
2,72,58,1,89.78
3,47,32,1,55.37
3,15,13,1,47.97
1,43,32,1,53.79
1,14,12,1,26.19
3,33,26,1,58.16
2,38,30,1,75.56
1,13,11,1,49.79
1,48,32,1,16.59
2,70,52,1,58.98
1,21,17,1,46.79
1,14,14,1,34.99
2,53,39,1,114.9
1,26,26,1,58.99
2,20,18,1,24.38
3,81,57,1,22.97
4,50,36,1,305.75
2,27,23,1,70.38
4,28,22,1,158.96
3,20,16,1,69.57
1,26,24,1,24.99
9,83,57,1,78.11
4,37,31,1,102.36
1,21,14,1,17.59
3,35,27,1,119.77
4,40,31,1,63.96
6,10,5,1,437.91
1,18,16,1,206.9
7,47,36,1,53.36
3,36,30,1,24.58
9,90,71,1,747.8
10,79,55,1,176.09
1,11,11,1,64.99
3,41,33,1,188.97
1,12,12,1,232.6
6,22,20,1,91.95
3,47,40,2,50.37
1,21,21,1,35.19
17,152,110,3,1480.95
4,31,26,1,77.76
3,34,25,1,611.99
4,43,37,2,75.76
6,61,41,1,138.15
1,14,13,1,39.99
7,69,52,1,663.6
2,35,31,1,204.31
10,90,65,1,143.89
6,75,62,1,412.25
1,30,28,1,62.99
4,52,40,1,25.47
1,17,15,1,48.79
1,27,27,1,26.19
1,18,18,1,56.99
2,60,43,1,616.85
1,23,22,1,29.19
2,36,35,1,24.98
1,17,14,1,27.9
2,51,38,1,83.99
1,19,18,1,6.97
4,48,34,1,135.96
1,51,39,1,32.99
1,32,30,1,53.79
2,28,24,1,30.18
1,9,8,1,39.99
2,39,34,1,35.38
1,20,18,1,47.99
2,30,25,1,24.98
1,20,20,1,30.97
2,46,42,1,4.98
2,32,25,1,185.7
5,48,35,1,74.94
4,34,27,1,50.76
3,28,21,1,32.48
1,67,50,1,49.88
1,19,14,1,61.99
12,93,69,2,1387.05
1,15,11,1,82.99
1,37,30,1,21.99
2,60,48,1,25.37
1,20,17,1,5.98
1,16,14,1,20.99
5,21,21,1,591.27
2,21,19,1,25.38
4,38,32,1,68.04
4,44,35,1,37.56
4,45,36,2,266.91
1,14,12,1,21.99
1,16,14,1,32.39
3,29,22,1,62.87
3,62,49,1,57.97
1,15,13,1,19.99
1,20,18,1,50.79
4,49,37,2,231.0
3,26,21,1,45.97
2,22,19,1,43.98
8,54,40,1,597.65
1,28,26,1,34.39
9,15,15,1,118.87
1,18,16,1,27.19
8,8,8,1,28.18
1,19,16,1,32.99
1,16,14,1,19.99
4,59,44,1,395.46
7,44,32,1,539.2
1,48,30,1,66.99
1,15,13,1,20.99
5,73,58,1,52.39
3,25,21,1,46.97
2,28,24,1,83.98
7,63,50,1,870.41
10,42,30,1,188.9
9,67,49,1,360.01
1,17,15,1,281.75
1,13,12,1,24.99
5,30,21,1,202.54
12,80,57,1,647.93
2,93,73,1,91.95
2,31,27,1,129.9
2,18,16,1,71.98
4,36,26,1,147.92
2,30,23,1,174.9
4,38,29,1,66.56
1,15,12,1,33.19
1,32,26,1,21.99
2,27,20,1,30.14
2,21,21,1,346.8
2,20,16,1,72.9
3,20,16,1,76.56
1,18,16,1,423.29
9,49,38,1,118.11
2,24,19,1,28.98
2,34,31,1,35.18
2,45,33,1,20.97
2,32,26,1,16.0
3,31,25,1,479.0
2,15,14,1,108.98
1,22,21,1,164.6
1,14,11,1,18.99
3,27,22,1,92.14
1,14,12,1,25.19
2,23,19,1,59.36
3,16,13,1,83.58
4,28,23,1,184.16
2,29,25,2,101.99
2,26,22,1,58.36
1,19,16,1,81.99
2,62,43,1,50.98
9,106,72,1,192.09
3,56,43,1,5.99
1,61,44,1,106.99
4,43,36,1,148.94
2,22,19,1,77.57
1,50,33,1,40.99
4,60,45,1,97.55
3,28,25,1,129.97
6,58,48,1,37.96
3,7,7,1,61.17
1,35,27,1,63.99
3,72,56,1,111.77
2,28,23,1,18.96
1,33,31,1,24.98
2,33,30,1,46.98
16,123,88,2,150.05
2,22,18,1,45.98
3,50,39,1,50.91
1,35,24,1,65.99
1,23,19,1,13.99
1,29,19,1,8.5
11,69,51,1,56.72
1,32,27,1,22.99
2,51,38,1,42.19
1,18,16,1,103.99
4,42,35,1,21.45
13,268,196,1,654.1
1,24,17,1,24.19
2,37,27,1,26.38
1,9,9,1,10.99
5,11,11,1,146.95
2,46,32,1,44.98
11,83,58,1,90.01
1,13,13,1,31.38
1,11,9,1,52.79
10,75,53,1,813.36
2,23,16,1,80.7
1,16,15,1,36.19
8,94,60,1,103.53
3,29,23,1,18.48
2,37,27,1,192.98
4,16,15,1,159.7
1,16,16,1,88.98
3,29,22,1,46.97
1,13,11,1,34.39
7,47,37,1,76.44
2,20,18,1,38.58
7,67,52,1,251.41
4,40,30,1,88.6
1,15,12,1,104.8
1,13,10,1,50.59
9,41,33,1,759.45
2,36,31,1,32.18
1,16,13,1,33.0
2,30,24,1,44.65
1,13,13,1,68.99
2,72,62,1,21.58
1,20,17,1,108.99
13,69,48,1,66.47
1,14,12,1,46.79
3,31,26,1,102.94
3,41,31,1,15.48
1,41,29,1,50.79
5,44,35,1,68.56
2,27,21,1,25.98
1,26,20,1,27.99
2,40,32,1,73.98
1,20,18,1,62.99
5,124,95,1,39.88
10,134,97,1,284.09
4,11,11,1,520.0
8,62,47,1,250.58
4,24,20,1,157.22
2,15,11,1,36.98
9,63,44,2,259.62
1,18,14,1,19.99
1,30,28,1,25.99
1,15,15,1,487.6
1,17,15,1,26.99
4,45,32,1,58.37
11,61,43,1,729.2
3,172,129,1,34.48
1,18,16,1,23.19
2,26,22,1,36.98
1,13,10,1,21.99
4,34,30,1,47.94
3,15,15,1,48.77
2,24,19,1,147.97
2,62,49,1,33.18
3,37,27,1,260.85
1,26,24,1,43.99
4,46,35,1,67.36
14,12,12,1,375.23
1,52,42,1,23.99
11,78,57,1,98.33
2,60,49,1,17.78
3,79,67,1,23.96
7,63,45,1,153.93
1,24,20,1,17.59
2,19,17,1,79.98
2,19,17,1,174.98
1,21,17,1,91.99
1,17,17,1,32.19
3,27,21,1,63.36
1,26,22,1,25.99
2,29,23,1,36.98
3,49,35,1,76.37
3,48,34,1,45.57
11,83,69,6,1114.8
1,11,10,1,32.99
7,51,42,1,193.72
1,34,32,1,46.59
3,36,28,1,61.96
1,12,10,1,78.32
5,40,30,1,758.63
1,9,8,1,28.6
1,23,20,1,22.99
1,29,23,1,16.99
1,27,23,1,5.99
2,30,25,1,40.78
1,13,11,1,21.99
6,85,63,1,32.16
1,43,31,1,9.99
1,15,13,1,179.63
14,42,32,1,755.3
8,47,33,1,56.32
3,47,35,1,93.97
1,11,9,1,25.99
2,41,33,1,62.98
1,36,26,1,19.99
2,16,16,1,66.98
3,26,24,1,52.97
2,62,51,1,43.38
9,171,120,1,1998.0
4,84,73,1,32.98
7,40,27,1,455.62
6,77,51,1,733.34
2,20,16,1,96.98
1,15,13,1,43.99
2,23,19,1,152.76
6,58,50,1,173.94
1,27,24,1,17.19
5,34,24,1,131.35
7,70,53,1,67.93
4,38,30,1,56.98
5,58,47,1,46.79
8,66,56,5,616.5
1,63,53,1,26.99
10,81,57,1,316.4
3,9,9,1,539.48
1,19,17,1,49.79
11,69,45,1,1283.73
3,22,18,1,53.97
1,28,25,1,18.59
1,18,16,1,121.0
5,41,33,1,53.46
2,26,23,1,13.98
18,48,38,4,919.53
1,18,15,1,17.79
2,37,33,2,17.38
1,19,18,1,23.19
1,12,12,1,38.99
1,10,9,1,912.4
1,16,14,1,101.99
2,13,10,1,31.98
15,110,74,1,577.75
3,34,34,1,85.57
2,30,27,1,37.18
2,14,13,1,232.98
1,39,29,1,32.99
3,31,25,1,49.85
6,47,37,1,70.54
12,62,52,1,722.93
2,22,21,1,151.98
2,15,13,1,43.18
2,46,37,1,28.59
1,30,26,1,19.59
2,34,24,1,8.0
3,49,39,1,41.97
1,27,27,1,11.5
1,26,19,1,112.72
2,73,50,1,28.32
4,42,32,1,232.92
5,54,48,1,145.73
8,78,58,1,733.2
11,86,67,1,145.57
1,19,19,1,11.79
2,28,24,2,366.0
2,14,11,1,280.8
7,60,47,2,123.26
10,64,42,1,643.5
1,21,18,1,12.39
4,36,30,1,28.16
1,38,33,1,50.79
1,17,16,1,22.99
1,11,9,1,23.19
2,75,58,1,40.98
4,56,42,1,32.41
1,14,14,1,600.5
2,30,24,1,65.58
1,11,11,1,387.75
1,19,16,1,23.99
1,13,10,1,27.99
1,14,12,1,60.99
1,43,34,1,18.99
2,24,19,1,287.82
2,13,11,1,62.18
3,61,50,1,61.77
3,45,31,1,73.77
3,42,33,1,209.57
1,13,11,1,50.79
1,28,26,1,75.99
3,9,9,1,53.97
1,23,20,1,28.99
2,74,61,1,107.98
6,63,45,1,82.92
1,40,31,1,81.19
1,18,16,1,21.99
2,27,24,1,65.58
1,49,39,1,45.79
4,15,15,1,123.16
1,17,15,1,15.98
1,23,20,1,25.99
1,13,11,1,29.99
6,20,19,1,129.94
2,27,24,1,40.98
1,15,15,1,51.79
1,18,18,1,36.99
5,39,27,1,133.74
2,24,20,1,46.98
3,49,37,1,52.57
1,15,13,1,21.99
2,16,14,1,12.49
2,32,28,1,49.7
1,53,35,1,27.99
7,56,43,1,494.8
1,32,25,1,17.99
4,60,49,1,37.96
1,28,28,1,23.99
1,16,13,1,18.59
3,55,47,1,65.77
3,22,16,1,44.75
2,35,35,1,24.33
3,2,2,1,28.97
3,21,17,1,41.97
2,38,26,1,47.38
4,66,55,2,62.56
2,28,24,1,35.98
1,28,21,1,50.79
1,10,9,1,1578.25
1,16,14,1,20.19
5,53,37,2,88.95
3,28,22,1,42.77
3,34,24,1,59.97
1,24,19,1,45.79
4,28,22,1,704.3
1,17,17,1,52.94
1,37,29,1,18.19
1,26,19,1,22.19
2,29,27,1,37.38
1,16,14,1,18.59
1,112,85,1,33.99
2,9,9,1,33.37
1,14,11,1,24.99
1,11,9,1,120.99
1,20,17,1,32.99
1,24,20,1,20.2
10,68,54,1,91.1
5,40,34,1,70.95
1,12,10,1,64.99
1,16,14,1,22.99
1,13,12,1,6.98
1,22,22,1,29.19
5,57,39,1,119.93
3,27,19,1,92.97
1,27,20,1,24.99
9,104,73,1,202.51
3,37,29,1,56.48
4,28,27,1,64.36
1,14,13,1,13.99
3,10,10,1,40.16
5,41,31,1,74.75
4,30,26,1,182.96
2,47,37,1,16.99
1,19,17,1,35.99
1,11,11,1,58.99
3,139,97,1,79.97
4,35,24,1,674.5
2,21,16,1,26.77
1,14,11,1,105.99
5,26,19,1,26.96
3,27,21,1,392.65
1,20,18,1,24.99
1,10,10,1,427.4
2,24,20,1,127.18
1,26,24,1,167.0
1,18,16,1,29.99
1,43,36,1,29.99
2,16,14,1,10.99
9,53,38,1,198.51
2,16,14,1,163.98
4,54,41,1,24.47
3,58,44,1,63.57
2,33,26,1,12.5
7,63,49,1,813.29
4,80,61,2,2657.0
1,11,9,1,29.99
3,25,20,1,9.99
1,21,17,1,14.59
9,9,9,1,486.55
2,18,18,1,66.98
1,14,12,1,26.99
1,43,34,1,26.59
15,78,60,2,435.51
3,81,62,1,417.4
1,22,19,1,17.59
1,13,11,1,3.4
8,48,35,1,665.6
1,26,22,1,43.32
2,23,21,1,25.78
20,11,11,1,352.78
3,68,50,1,19.18
3,51,43,2,28.59
1,18,15,1,19.99
6,13,13,1,60.37
2,27,23,1,56.98
1,22,18,1,59.99
3,13,11,1,809.4
1,13,13,1,20.59
1,24,21,1,38.99
1,37,31,1,25.99
3,27,23,1,88.03
1,24,22,1,27.99
8,138,104,1,77.86
2,7,7,1,230.97
7,86,60,1,355.92
4,61,47,1,71.74
2,39,30,2,21.97
4,29,21,1,94.16
2,24,17,1,160.98
2,10,9,1,25.49
4,46,36,1,97.95
13,17,15,1,378.98
1,24,18,1,68.99
3,59,44,1,116.17
3,67,48,1,15.97
1,34,28,1,43.59
2,29,22,1,70.37
1,26,21,1,62.99
1,14,14,1,288.95
7,45,41,1,262.44
3,25,20,1,28.55
2,19,15,1,63.78
1,20,16,1,24.99
2,43,32,1,35.38
3,25,19,1,151.4
1,20,20,1,21.99
1,23,20,1,61.99
1,17,15,1,21.99
1,17,15,1,19.0
12,24,22,1,124.38
3,21,19,1,121.97
1,11,11,1,63.99
1,19,17,1,25.99
1,17,15,1,22.59
1,32,26,1,9.59
1,39,33,1,53.79
3,28,20,1,65.37
1,34,29,1,37.99
1,21,17,1,12.99
3,64,29,1,52.97
1,23,21,1,23.99
10,116,77,1,144.7
24,286,193,1,1471.36
4,36,29,1,24.47
1,15,13,1,23.99
4,30,23,1,58.96
6,57,39,1,210.06
1,16,13,1,52.79
4,8,8,1,78.96
1,18,16,1,25.99
4,43,36,1,35.95
1,23,17,1,23.99
2,35,25,1,61.98
1,26,21,1,56.99
8,112,81,1,74.94
1,13,12,1,78.99
4,53,43,1,47.97
3,38,27,1,43.37
6,81,61,1,2549.0
5,91,68,1,78.55
1,22,18,1,20.99
4,33,26,1,43.47
2,15,11,1,96.98
8,50,39,1,269.85
3,22,16,1,18.97
2,12,10,1,33.98
2,43,35,1,112.95
1,14,13,1,28.98
3,68,50,1,172.3
3,29,25,1,53.17
1,35,28,1,11.99
3,25,18,1,97.36
1,13,11,1,28.98
8,43,33,1,36.43
2,22,19,1,68.98
1,77,58,1,23.99
4,41,33,1,55.67
1,13,12,1,35.98
1,10,8,1,25.99
1,17,15,1,14.19
3,38,31,1,38.57
3,40,30,1,369.7
1,26,23,1,20.99
1,26,22,1,22.99
1,14,11,1,272.7
1,13,11,1,34.8
4,74,53,1,80.35
1,23,20,1,64.78
2,18,14,1,36.78
2,52,40,1,34.58
3,14,12,1,13.38
1,30,23,1,107.99
9,48,42,1,488.98
1,30,29,1,19.99
1,25,20,1,106.99
1,15,14,1,203.8
7,100,80,1,107.05
3,30,24,1,67.47
4,10,10,1,71.96
1,15,12,1,27.99
2,34,31,1,37.98
7,43,35,1,96.38
7,53,38,1,456.43
4,36,28,1,99.97
3,42,35,1,27.96
1,22,22,1,64.99
2,20,16,1,146.76
1,9,9,1,64.97
2,25,21,1,41.98
2,41,31,1,14.98
1,120,75,1,555.0
11,91,70,1,491.85
1,38,34,1,76.99
3,23,18,1,35.97
2,18,14,1,81.98
3,33,26,1,47.97
2,18,14,1,85.98
1,16,14,1,22.99
12,70,46,1,412.31
1,13,12,1,21.99
7,65,44,1,52.92
6,88,56,1,91.92
1,17,16,1,60.99
1,11,11,1,532.89
2,48,35,1,45.98
2,18,16,1,23.98
1,12,10,1,56.99
1,29,29,1,23.99
2,24,20,1,45.98
4,48,37,1,45.96
2,90,76,1,176.8
1,14,13,1,56.99
2,22,20,1,43.98
2,51,35,1,41.99
1,18,16,1,24.98
4,51,42,1,117.47
3,24,23,1,63.97
1,20,19,1,213.7
1,72,54,1,25.99
1,17,16,1,125.99
1,85,65,1,120.99
2,31,25,1,20.97
8,48,36,1,120.39
1,15,12,1,21.99
7,81,63,1,812.08
10,63,46,1,83.38
4,52,42,1,50.96
3,26,20,1,52.97
5,56,42,1,111.95
4,16,14,1,67.95
2,22,19,1,24.97
10,79,61,1,220.84
2,27,24,1,40.98
1,21,19,1,24.99
6,72,54,1,131.93
1,13,12,1,14.99
1,17,14,1,106.0
8,42,31,1,384.26
3,62,47,1,55.97
1,17,17,1,13.39
2,33,28,1,37.18
1,13,11,1,33.99
1,33,28,1,15.79
1,13,11,1,46.79
3,38,31,1,62.17
2,34,25,1,33.98
1,20,17,1,24.99
1,27,20,1,28.99
3,24,19,1,44.96
1,34,27,1,53.79
2,26,22,1,47.38
1,12,12,1,24.99
1,12,12,1,22.99
6,66,49,1,58.14
2,25,21,1,16.78
5,38,28,1,232.92
2,28,26,1,56.98
3,25,23,1,55.77
6,12,12,1,48.55
3,61,48,1,336.2
2,80,56,1,183.6
7,96,67,1,212.52
2,15,13,1,28.98
1,18,15,1,17.99
9,64,47,1,1123.91
1,33,29,1,59.99
12,75,56,1,767.64
2,33,26,1,93.98
2,30,22,1,63.98
6,76,54,1,96.94
2,33,25,1,28.98
1,19,18,1,15.99
2,43,36,2,550.0
2,50,42,1,45.98
1,11,10,1,17.99
3,55,43,1,25.96
2,30,26,1,25.98
2,31,27,1,23.98
2,23,19,1,236.8
16,61,47,1,461.49
7,69,53,2,161.51
1,28,23,1,17.99
1,13,11,1,30.99
2,27,23,1,64.1
1,21,19,1,379.85
2,15,12,1,47.98
3,35,26,1,362.6
1,23,20,1,35.39
1,15,15,1,52.79
14,33,26,1,4849.6
6,44,37,1,515.45
1,36,31,1,53.79
4,36,30,1,702.0
1,21,20,1,64.99
1,22,16,1,81.19
1,16,14,1,108.99
1,19,16,1,208.0
2,6,6,1,28.18
4,58,39,1,34.7
1,49,38,1,61.99
2,14,13,1,121.98
1,55,42,1,10.77
1,57,27,1,18.99
2,23,19,1,28.38
2,43,32,1,37.96
1,19,17,1,88.97
1,8,7,1,18.99
4,38,33,1,40.96
2,27,23,1,48.77
3,46,34,1,444.86
4,24,22,1,1097.5
3,29,23,1,28.57
1,15,13,1,88.8
1,24,20,1,46.59
1,22,19,1,24.19
4,42,31,1,37.47
1,23,22,1,24.99
1,19,16,1,56.99
2,19,17,1,148.18
12,155,115,1,88.82
1,18,15,1,21.19
2,17,14,1,35.88
6,44,34,1,60.93
2,21,17,1,28.98
2,15,13,1,54.98
2,20,17,1,113.98
1,9,9,1,47.79
5,38,28,1,1302.0
5,67,51,1,1351.78
1,19,16,1,33.99
2,23,21,1,27.98
1,16,12,1,17.99
2,27,18,1,44.98
2,25,25,1,38.96
1,48,37,1,52.99
4,42,31,1,705.4
3,50,40,1,19.97
1,26,26,1,58.99
1,20,16,1,23.99
1,13,11,1,26.99
2,31,15,1,55.55
1,35,25,1,18.19
7,58,45,1,192.44
7,68,48,1,276.6
2,23,19,1,36.98
2,40,29,1,33.98
1,20,18,1,24.99
6,34,25,1,89.74
5,75,56,1,234.15
1,24,22,1,148.93
3,37,28,1,91.97
4,80,57,1,184.76
3,27,21,1,42.95
4,46,33,1,859.85
2,23,18,1,47.98
1,18,16,1,11.39
1,20,18,1,36.99
3,46,36,1,339.93
4,48,35,1,35.54
1,26,25,1,18.99
3,22,17,1,25.73
4,48,37,1,124.76
3,37,31,1,49.97
4,68,53,1,67.96
1,14,10,1,58.0
5,48,36,1,55.95
1,23,20,1,46.79
3,33,26,1,61.17
2,10,10,1,25.98
5,38,33,1,34.5
1,16,14,1,15.79
12,63,53,1,499.05
2,37,29,1,45.98
2,44,36,1,63.49
1,22,20,1,87.19
3,43,32,1,64.97
6,60,48,2,61.44
1,15,13,1,48.59
1,28,22,1,47.79
2,48,38,1,41.58
1,74,56,1,26.99
3,17,14,1,123.37
2,21,18,1,31.98
1,15,13,1,17.99
3,42,35,1,12.39
4,36,27,1,259.02
3,77,52,1,118.97
4,32,28,1,126.88
4,51,39,1,60.87
4,50,40,1,539.8
5,84,61,1,188.95
5,34,26,1,549.87
6,53,38,1,261.93
1,61,47,1,16.59
5,49,34,1,491.87
2,19,16,1,67.98
1,10,10,1,62.99
7,54,38,1,123.32
6,32,24,1,93.74
3,50,38,1,44.57
1,15,13,1,19.39
3,27,25,2,151.97
3,13,13,1,39.17
8,71,55,2,149.38
2,42,36,1,98.98
4,53,35,1,42.47
4,42,33,1,86.96
3,19,17,1,83.35
4,50,37,1,185.12
1,8,7,1,43.99
2,44,38,1,36.98
6,24,24,1,85.91
3,12,12,1,57.37
1,9,8,1,336.7
4,60,45,1,140.56
1,15,13,1,51.79
4,50,38,1,120.74
2,38,17,1,64.98
1,30,24,1,23.99
4,68,50,1,17.96
17,148,111,1,394.24
2,33,25,1,35.98
1,29,26,1,75.39
3,68,48,1,61.97
3,44,36,1,45.77
2,46,35,1,33.18
1,31,25,1,23.99
2,24,17,1,19.98
1,13,11,1,16.19
2,58,47,1,31.57
1,14,12,1,27.99
7,68,41,1,134.94
5,14,12,1,58.56
2,47,40,1,35.78
1,21,18,1,18.59
1,14,11,1,18.99
4,32,26,1,81.47
1,20,19,1,63.99
2,76,61,1,110.98
2,28,26,1,35.98
4,34,27,1,53.96
1,32,28,1,67.99
2,27,21,1,84.98
1,17,16,1,81.99
2,27,25,1,26.98
1,12,12,1,25.99
4,25,22,1,78.96
1,9,9,1,96.99
1,26,20,1,64.99
1,20,17,1,28.99
2,30,22,1,34.98
1,19,17,1,21.99
1,29,21,1,28.99
3,59,41,1,42.35
1,17,15,1,34.38
2,41,36,1,28.98
1,25,23,1,45.79
1,29,21,1,61.99
1,20,18,1,20.99
1,20,17,1,27.19
4,42,30,1,67.96
2,12,12,1,29.49
2,41,30,1,104.98
3,57,45,1,40.77
7,68,50,1,48.46
1,30,29,1,23.99
4,60,45,1,60.95
1,23,17,1,110.99
1,27,25,1,21.99
6,77,55,1,113.91
1,24,22,1,60.99
1,16,14,1,46.79
1,30,23,1,30.59
5,26,21,1,74.55
1,17,15,1,23.99
1,21,18,1,27.99
2,18,18,1,42.38
3,57,39,1,62.97
4,26,20,1,84.92
2,25,21,1,68.98
5,88,38,1,32.2
3,21,17,1,21.58
2,22,18,1,37.58
2,30,24,1,26.98
1,18,15,1,68.87
1,17,17,1,66.99
3,11,10,1,169.86
1,17,15,1,21.19
5,72,56,1,148.71
1,14,12,1,3.2
3,35,29,1,14.48
3,20,18,1,41.57
1,24,20,1,45.39
4,10,10,1,83.17
4,25,19,1,57.96
4,56,49,1,70.92
1,14,12,1,17.99
1,13,12,1,27.0
1,16,12,1,40.98
1,12,11,1,45.79
1,17,15,1,143.93
2,49,42,1,230.37
8,70,57,2,1940.13
3,42,35,1,41.37
3,46,36,1,25.44
1,18,16,1,20.19
2,40,36,1,14.98
1,46,42,1,60.99
5,49,41,1,48.97
1,18,14,1,27.99
4,50,38,1,68.56
4,45,37,1,28.96
9,74,55,1,198.33
