visits,hits,pageviews,transactions,totalTransactionRevenue
2,35,27,1,34.98
2,43,37,1,36.78
1,10,9,1,2.5
11,99,74,1,151.09
2,42,34,1,52.98
10,15,13,1,160.78
2,25,21,1,37.98
5,28,21,1,67.38
10,32,26,1,185.41
1,19,16,1,21.99
2,25,21,1,6.98
2,29,23,1,33.18
2,14,13,1,27.98
2,18,17,1,75.42
5,15,14,1,62.19
1,15,15,1,15.63
3,33,27,1,25.27
5,62,43,1,98.83
1,18,15,1,52.79
1,17,14,1,39.98
2,114,84,1,489.6
4,25,18,1,205.54
4,16,14,1,175.95
6,37,30,1,43.96
1,19,19,1,17.99
2,42,31,1,148.98
4,29,25,1,28.95
1,33,27,1,20.99
1,14,12,1,10.99
1,16,15,1,40.59
2,18,16,1,40.98
12,44,29,1,528.9
1,24,13,1,41.59
1,17,16,1,42.59
1,30,28,1,967.0
7,66,42,1,80.85
2,18,16,1,30.98
1,10,9,1,34.59
5,44,33,1,82.46
1,26,24,1,20.59
1,11,10,1,41.59
2,41,31,1,72.18
1,16,15,1,42.59
2,22,19,1,72.18
9,23,20,1,200.36
6,24,21,1,87.14
1,12,10,1,45.17
2,101,44,1,111.98
1,15,13,1,54.49
4,29,27,1,78.25
2,39,28,1,76.18
3,17,17,1,106.45
1,32,26,1,528.74
4,20,15,1,246.77
6,34,29,2,833.37
1,22,20,1,21.59
1,18,16,1,42.19
5,39,28,1,134.13
6,18,13,1,152.05
1,19,15,1,83.99
1,40,30,1,105.99
1,20,17,1,29.29
6,15,15,1,481.48
1,23,23,1,32.99
8,49,35,1,186.98
3,40,31,2,78.57
6,70,64,4,608.59
1,19,16,1,12.99
5,43,34,1,71.59
1,15,14,1,48.79
2,23,21,1,44.98
1,17,15,1,38.59
1,12,10,1,24.99
1,33,30,1,14.99
3,28,22,1,39.37
2,32,23,1,35.74
6,44,36,1,55.1
4,41,24,1,485.1
1,15,14,1,37.59
1,15,14,1,48.99
3,25,19,1,72.17
1,15,12,1,22.19
2,20,18,1,30.78
1,9,9,1,20.9
1,11,10,1,40.59
2,40,27,1,13.98
5,31,24,1,51.34
3,31,22,1,97.17
3,32,25,1,162.37
8,53,39,1,194.12
1,25,22,1,17.99
2,14,12,1,49.85
4,19,13,1,90.13
2,18,14,1,164.85
8,44,30,1,277.02
1,19,17,1,77.95
5,86,61,1,550.94
1,12,11,1,39.59
1,17,14,1,478.0
3,36,29,1,62.47
1,28,25,1,17.29
3,27,26,1,109.97
7,22,22,1,95.08
4,30,23,1,224.5
3,17,13,1,361.2
1,24,24,1,14.63
4,46,31,1,63.77
5,91,54,2,156.74
1,15,13,1,1057.8
1,23,18,1,49.99
1,24,22,1,83.99
1,13,12,1,22.29
1,16,11,1,36.39
4,24,12,1,58.36
3,22,20,1,125.97
5,25,20,1,94.59
2,30,24,1,38.28
1,19,17,1,176.8
20,114,70,1,1573.27
3,10,10,1,56.97
5,20,16,1,280.66
1,21,21,1,28.99
2,23,18,1,301.06
7,33,30,1,55.84
7,30,18,1,82.09
2,51,39,1,91.48
2,25,21,1,487.0
5,28,22,1,99.34
1,12,10,1,51.79
8,18,17,1,89.95
2,34,29,1,127.4
1,12,10,1,15.98
4,29,22,1,248.96
1,14,12,1,66.7
8,26,17,1,185.66
3,14,10,1,45.01
2,31,26,1,47.06
2,36,32,1,79.0
1,14,12,1,25.19
3,26,19,1,516.55
11,44,36,1,137.2
2,21,17,1,57.58
12,40,27,1,1042.6
9,53,42,1,333.01
3,20,14,1,20.94
2,17,16,1,109.77
2,30,27,1,32.78
2,12,12,1,58.94
1,20,18,1,38.99
2,26,24,1,29.28
2,30,20,1,34.38
5,15,13,1,433.48
3,26,24,1,51.37
1,18,16,1,25.99
3,8,8,1,77.41
1,46,32,1,53.79
5,14,13,1,231.18
1,33,31,1,18.63
3,35,28,1,42.66
1,16,15,1,75.18
3,21,18,1,31.63
2,27,24,1,26.82
2,15,13,1,48.9
1,15,14,1,128.98
1,11,11,1,21.99
2,24,22,2,47.38
3,17,15,1,45.97
1,25,20,1,168.5
5,26,21,1,76.99
15,97,66,1,466.67
5,57,42,1,128.91
1,16,15,1,59.19
2,28,21,1,528.3
1,14,12,1,32.19
3,36,21,1,116.39
1,19,17,1,47.79
13,50,33,1,222.3
3,27,24,1,28.66
1,11,11,1,32.35
5,20,19,1,71.55
1,26,23,1,40.59
2,19,17,1,71.18
1,32,27,1,19.79
2,25,21,1,70.18
2,9,8,1,106.77
1,22,16,1,39.59
4,61,50,2,156.82
1,24,19,1,403.0
1,9,8,1,392.89
4,24,22,1,260.94
1,30,28,1,97.55
1,18,16,1,53.79
1,12,12,1,18.99
1,11,10,1,35.59
1,12,11,1,19.99
2,35,31,1,21.37
1,25,22,1,27.99
3,31,24,1,78.41
5,25,21,1,76.75
1,64,55,1,55.0
1,15,15,1,13.89
4,37,31,1,64.76
1,13,12,1,18.63
1,15,15,1,11.99
1,14,13,1,35.59
2,11,11,1,40.98
1,14,14,1,16.99
1,13,12,1,39.59
1,22,19,1,35.59
1,26,21,1,22.99
1,14,14,1,10.98
1,39,26,1,172.08
4,30,24,1,18.77
1,13,12,1,40.59
1,18,17,1,34.59
1,13,12,1,38.59
1,18,17,1,39.59
4,26,16,1,31.19
2,32,24,1,43.24
1,13,12,1,34.59
3,15,12,1,112.6
2,23,17,1,46.17
1,30,23,1,38.59
9,41,29,1,152.5
1,12,11,1,36.59
2,13,12,1,462.4
2,19,15,1,8.98
1,32,22,1,84.99
3,14,13,1,47.57
1,38,28,1,144.75
3,5,5,1,85.33
3,23,20,1,42.87
4,51,40,1,162.75
5,61,46,1,211.68
3,10,10,1,42.09
1,13,13,1,71.19
1,14,13,1,42.59
2,13,11,1,342.6
4,67,39,1,75.96
2,21,15,1,80.9
2,46,36,1,31.98
1,11,11,1,22.99
1,10,9,1,76.19
2,32,30,1,36.98
6,61,40,1,735.12
1,31,22,1,19.39
3,26,22,1,593.84
2,14,12,1,1750.82
4,27,23,1,225.81
4,25,24,1,61.28
1,34,28,1,21.99
2,19,17,1,106.78
3,35,28,1,100.01
1,42,34,1,43.98
2,28,21,1,56.78
4,60,41,1,48.06
1,22,18,1,25.99
2,23,19,1,23.02
1,15,15,1,50.0
12,45,31,1,484.46
5,27,23,1,87.15
1,17,16,1,106.99
2,59,41,1,42.58
2,26,23,1,10.98
4,17,15,1,74.7
2,20,18,1,109.5
4,40,28,1,128.27
2,45,30,1,64.1
1,16,13,1,16.79
4,34,26,1,105.31
1,9,8,1,150.99
1,19,16,1,135.92
4,26,21,1,107.04
7,100,60,1,26.93
1,21,19,1,14.99
6,46,36,1,90.93
3,37,31,1,76.57
6,62,47,1,75.55
5,42,28,1,183.28
3,30,19,1,101.26
2,21,19,1,68.78
1,14,12,1,29.19
2,23,16,1,136.48
3,22,18,1,30.97
1,93,66,1,88.99
2,12,11,1,40.98
7,53,35,1,125.43
6,108,74,1,117.91
1,17,16,1,38.59
3,90,69,1,52.37
2,22,18,1,52.18
3,16,16,1,49.57
1,12,10,1,118.8
2,31,26,1,42.62
1,15,13,1,13.99
3,28,22,1,68.97
11,31,21,1,83.85
1,20,17,1,45.79
3,21,15,1,191.47
2,31,23,1,76.62
1,23,23,1,16.99
2,13,13,1,29.38
3,19,15,1,42.21
1,28,23,1,97.58
2,13,13,1,87.38
5,32,22,1,745.48
3,29,24,1,248.46
2,11,10,1,36.42
1,26,22,1,97.58
3,23,17,1,16.97
1,20,20,1,20.59
5,19,15,1,316.31
2,21,19,1,78.18
2,19,17,1,44.98
1,30,14,1,20.19
2,18,14,1,11.78
4,12,12,1,53.66
1,19,16,1,57.83
4,70,40,1,292.99
1,23,22,1,22.99
1,20,18,1,36.99
4,32,30,1,58.2
1,17,13,1,25.99
5,45,25,1,174.66
1,23,20,1,14.59
1,29,23,1,27.19
4,24,20,1,234.54
1,16,15,1,18.99
1,14,13,1,17.29
2,16,13,1,368.0
7,34,23,1,856.4
2,22,18,1,13.98
4,54,42,2,53.44
1,15,13,1,30.19
1,15,15,1,19.63
1,28,25,1,161.5
2,14,14,1,33.38
3,29,22,1,35.47
2,19,15,1,39.28
15,40,30,1,310.67
4,40,30,1,119.45
1,19,19,1,123.52
1,20,18,1,40.0
6,33,21,1,102.3
1,14,13,1,17.29
3,9,9,1,28.17
12,61,38,1,146.57
2,25,22,1,24.37
4,35,25,1,911.95
5,46,38,1,144.64
2,46,38,1,53.7
1,24,19,1,60.43
1,17,16,1,18.99
4,29,23,1,56.64
2,30,26,1,53.18
1,29,23,1,21.99
9,54,33,1,467.1
1,29,20,1,107.9
4,48,32,2,358.84
17,30,22,1,438.55
2,33,26,1,33.22
2,19,17,1,27.7
1,17,16,1,16.99
1,17,16,1,16.99
1,14,13,1,140.37
8,34,25,1,235.61
1,18,17,1,19.99
3,24,20,1,27.69
1,17,16,1,18.29
3,34,27,1,67.37
4,16,14,1,100.37
1,12,10,1,16.99
2,40,37,1,49.98
6,67,43,1,120.85
1,16,15,1,39.98
1,17,15,1,16.29
9,53,40,1,64.93
2,26,24,1,33.28
4,40,32,1,69.36
2,46,40,1,37.68
3,24,19,1,61.97
1,12,12,1,20.69
2,39,33,1,31.62
1,26,25,1,22.99
2,23,20,1,46.98
4,27,19,1,127.56
4,34,26,1,122.0
1,20,20,1,30.38
3,27,25,1,47.27
3,32,26,3,63.97
3,32,24,1,69.2
1,18,18,1,24.99
4,23,18,1,56.36
2,16,16,1,166.38
2,23,21,1,35.68
13,66,41,2,559.51
1,15,15,1,23.99
3,40,28,1,99.97
2,23,22,1,39.98
2,33,25,1,12.98
1,23,19,1,36.19
4,23,17,1,287.0
3,13,12,1,46.87
2,18,14,1,126.98
1,14,11,1,6.99
1,21,19,1,17.99
3,12,12,1,40.89
3,25,19,1,70.77
1,10,10,1,20.99
13,46,41,1,616.17
1,22,21,1,27.99
6,50,37,1,75.62
3,35,29,1,91.53
2,12,10,1,35.68
19,98,70,1,1709.83
1,27,25,1,18.99
4,54,43,1,67.06
1,58,38,1,12.99
2,22,20,1,58.98
1,17,14,1,32.99
1,16,13,1,27.58
2,20,15,1,17.28
7,38,34,1,84.33
1,24,22,1,42.19
1,32,24,1,344.66
16,36,28,2,335.33
1,11,11,1,21.99
5,19,14,1,493.4
3,37,27,1,463.55
4,28,21,1,116.93
2,15,13,1,82.63
1,16,15,1,19.99
1,24,21,1,34.0
1,26,25,1,26.99
1,10,10,1,22.99
1,17,14,1,123.75
1,28,24,1,20.99
3,20,15,1,107.34
3,42,34,1,327.04
3,28,26,1,412.98
1,18,16,1,21.99
1,18,15,1,266.75
1,20,16,1,15.99
4,70,51,1,61.96
1,15,14,1,71.19
2,14,12,1,38.98
1,17,16,1,24.79
1,17,15,1,24.99
2,16,16,1,38.58
4,23,20,1,41.57
8,44,34,1,80.4
9,65,46,1,111.31
13,63,51,3,2298.6
4,29,19,1,840.05
1,23,19,1,27.99
1,38,30,1,9.79
1,12,10,1,203.98
1,34,29,1,80.99
2,18,18,1,34.98
1,13,13,1,21.39
2,33,23,1,236.95
1,21,16,1,20.29
6,60,45,1,30.97
4,26,20,1,158.65
2,23,21,1,47.52
4,29,21,1,103.35
4,30,24,1,182.9
2,27,23,1,35.38
2,15,11,1,43.68
3,36,28,1,53.27
1,52,38,1,52.0
1,22,17,1,56.28
1,26,19,1,44.39
3,25,21,1,71.27
4,41,36,1,80.96
1,16,16,1,29.64
2,20,16,1,39.97
7,60,41,1,256.05
4,24,20,1,26.76
13,45,39,1,365.0
2,40,35,1,32.98
6,20,17,1,197.19
5,51,39,1,214.94
2,20,16,1,10.98
2,30,24,1,52.27
3,40,32,1,89.07
4,109,64,1,25.77
4,7,7,1,38.77
2,18,14,1,285.3
9,69,47,1,312.78
1,14,13,1,60.99
1,15,12,1,7.96
1,45,32,1,31.19
2,23,17,1,12.98
1,18,18,1,14.97
1,13,13,1,14.99
2,24,22,1,24.98
1,12,12,1,17.98
1,11,11,1,9.99
3,44,18,1,11.96
1,23,19,1,15.98
1,16,16,1,13.99
2,46,37,1,21.79
1,22,20,1,13.99
1,12,12,1,22.98
1,9,9,1,27.97
1,14,14,1,8.99
3,25,18,1,65.77
1,11,11,1,11.99
1,11,11,1,13.99
1,10,10,1,7.99
3,59,49,1,27.27
6,22,19,1,108.74
1,11,11,1,10.99
2,18,16,1,63.98
2,32,26,1,18.98
1,12,12,1,7.99
3,37,27,1,58.96
2,13,13,1,26.28
1,11,11,1,10.99
7,144,118,1,208.18
2,40,28,1,30.88
3,41,31,1,65.33
1,14,14,1,9.99
1,11,11,1,16.98
1,17,17,1,22.99
8,27,21,1,70.06
1,11,11,1,12.99
1,23,19,1,61.99
3,13,13,1,82.54
1,24,21,1,34.19
2,44,34,1,57.5
2,17,13,1,31.98
1,25,19,1,28.88
5,41,31,1,66.92
1,14,14,1,39.35
2,28,20,1,48.96
2,26,20,1,10.98
2,55,48,1,83.28
3,16,14,1,40.16
1,56,48,1,24.99
1,18,15,1,29.18
2,29,27,1,44.98
1,21,19,1,7.99
1,15,15,1,22.99
1,14,14,1,67.99
4,36,31,1,123.2
1,18,16,1,25.99
7,60,43,1,93.1
1,14,13,1,24.59
10,48,34,1,177.1
3,26,21,1,367.06
11,30,21,1,511.23
3,31,26,2,58.81
1,9,9,1,12.63
1,20,17,1,23.19
4,37,28,2,58.68
3,34,21,1,99.97
1,14,14,1,16.63
6,56,40,1,108.15
1,31,27,1,48.19
2,20,15,1,30.82
3,21,17,1,16.41
3,113,89,1,60.17
2,27,21,1,29.1
3,31,23,1,77.27
6,56,46,1,149.94
3,24,20,1,25.27
2,22,20,1,37.3
6,89,59,1,78.13
15,30,23,1,216.43
1,15,13,1,50.79
1,17,16,1,26.99
4,33,24,1,198.48
2,34,28,1,27.26
1,9,8,1,49.0
1,17,16,1,308.5
2,28,23,1,207.45
6,80,52,1,78.33
1,56,45,1,21.94
3,19,15,1,75.74
5,33,23,1,430.08
22,105,63,1,662.96
2,36,30,1,32.38
3,60,43,1,38.96
1,22,19,1,49.59
6,34,26,1,150.83
2,51,34,1,24.1
3,42,33,2,170.89
1,23,20,1,483.6
9,41,26,1,327.91
4,37,26,1,274.72
1,18,13,1,106.0
2,41,30,1,33.62
2,34,26,1,188.48
1,19,15,1,39.16
9,52,36,1,61.44
8,47,32,1,113.04
1,16,16,1,15.99
3,29,20,1,387.35
3,40,26,1,68.97
1,20,17,1,105.99
7,87,62,1,70.22
5,29,29,1,41.42
2,24,12,1,31.18
4,18,14,1,248.45
3,17,16,1,50.93
1,8,7,1,59.99
1,12,10,1,69.59
1,19,17,1,26.99
1,11,11,1,13.63
2,20,18,1,44.98
1,16,16,1,15.59
2,25,21,1,40.15
3,32,28,1,49.97
6,47,34,1,2204.0
5,30,22,1,59.95
4,36,28,1,215.46
3,38,27,1,135.71
1,22,21,1,21.59
1,14,14,1,23.99
3,49,36,1,208.58
1,30,22,1,52.0
4,78,64,1,33.4
2,13,12,1,26.82
11,23,20,1,191.94
1,82,65,1,37.99
1,17,16,1,62.52
6,35,26,1,43.42
1,25,21,1,25.99
1,14,14,1,25.76
7,44,36,1,129.33
2,33,28,1,22.49
4,20,14,1,288.0
3,46,41,1,65.88
1,25,18,1,61.79
1,9,9,1,14.59
1,11,11,1,16.99
1,12,12,1,19.63
7,55,35,1,40.31
2,21,18,1,11.97
2,18,16,1,35.78
2,37,32,1,358.82
3,43,35,1,34.36
9,63,41,1,80.74
5,28,26,1,60.45
1,14,12,1,27.98
1,17,15,1,27.99
1,8,8,1,18.99
5,73,57,1,179.6
3,18,14,1,55.49
4,18,18,1,118.96
5,13,12,1,120.17
6,30,19,1,21.95
2,38,34,1,19.21
5,27,21,1,70.35
1,14,14,1,22.99
1,20,18,1,12.19
3,24,21,1,27.57
6,60,43,1,126.01
4,49,41,1,50.77
4,34,28,1,40.21
3,20,18,1,44.37
2,35,16,1,49.98
2,26,23,1,147.23
2,24,23,1,102.95
1,24,18,1,101.99
1,18,16,1,15.59
3,32,22,1,90.14
3,19,13,1,153.85
2,34,29,1,97.58
2,15,13,1,339.75
1,18,16,1,22.99
4,39,16,1,87.0
2,45,36,1,381.65
4,17,14,1,69.08
3,63,46,1,58.97
3,17,13,1,60.97
4,36,28,1,259.0
1,27,18,1,18.19
4,26,22,1,70.96
4,42,32,1,416.96
1,24,22,1,17.99
3,35,29,1,120.05
4,30,21,1,37.77
2,23,17,1,53.38
4,30,23,1,42.48
1,23,18,1,59.99
2,13,13,1,40.98
1,19,17,1,37.39
8,51,33,1,640.9
3,27,23,1,41.26
2,14,13,1,880.8
3,24,22,1,21.97
1,21,17,1,15.63
6,58,42,1,62.45
1,24,22,1,79.99
4,51,34,1,85.06
4,40,30,1,81.3
1,19,19,1,57.99
2,8,8,1,25.94
1,18,17,1,53.99
8,43,28,1,275.2
1,21,18,1,46.87
2,25,21,1,28.48
2,21,19,1,24.19
1,25,21,1,15.99
7,82,58,1,302.47
1,16,14,1,25.99
3,26,21,1,91.45
1,15,13,1,5.99
1,17,15,1,27.99
1,19,17,1,114.88
8,25,17,1,76.74
1,20,19,1,5.5
4,16,13,1,17.35
5,37,27,1,48.35
4,39,32,1,20.47
3,75,49,1,44.52
9,40,26,1,46.7
1,38,32,1,23.99
2,39,32,1,31.49
2,11,11,1,95.62
4,20,14,1,65.06
1,13,13,1,16.59
1,35,27,1,22.39
2,102,73,1,110.56
4,48,34,1,338.11
1,21,17,1,34.79
2,19,17,1,34.18
7,176,118,1,134.37
2,15,13,1,50.38
1,13,13,1,55.97
3,38,28,1,48.77
3,35,24,1,64.2
2,18,16,1,31.82
4,14,14,1,103.7
4,130,77,1,64.52
4,17,15,1,69.96
1,15,14,1,49.99
2,35,27,1,25.98
1,13,11,1,4.5
2,28,23,1,14.98
1,24,21,1,20.99
3,9,8,1,296.81
6,27,22,1,28.75
1,22,11,1,18.59
3,13,13,1,30.9
3,25,19,1,122.16
5,46,33,1,75.96
3,25,24,1,42.93
23,103,67,2,612.85
3,13,13,1,113.72
3,31,25,1,238.92
2,32,27,1,117.96
3,17,15,1,66.85
1,16,14,1,67.8
4,18,14,1,22.0
6,47,34,1,1095.86
2,64,51,1,19.78
11,53,35,1,555.6
2,16,16,1,62.97
7,38,30,1,96.92
4,20,16,1,220.73
1,13,13,1,42.99
2,19,19,1,38.98
20,60,44,2,2696.7
2,14,13,1,112.18
4,21,19,1,48.03
1,17,14,1,49.79
8,72,54,1,172.1
2,13,11,1,598.55
1,16,13,1,142.75
3,13,13,1,42.85
1,18,18,1,19.99
1,17,16,1,41.19
6,43,35,1,25.54
1,18,16,1,23.19
1,23,20,1,20.69
12,53,34,1,568.25
1,23,22,1,22.57
28,111,59,2,228.68
2,28,25,1,29.9
5,44,27,1,198.22
1,13,11,1,12.63
1,19,16,1,388.8
1,16,15,1,19.89
1,13,11,1,36.19
2,23,19,1,56.42
1,5,5,1,13.98
15,308,139,15,382.0
8,33,25,1,222.01
1,21,19,1,44.99
2,21,18,1,32.88
3,41,34,1,27.88
1,13,10,1,95.5
6,23,18,1,331.16
1,21,19,1,20.99
5,43,26,1,384.67
2,17,13,1,39.08
3,7,7,1,105.21
13,82,52,1,5608.4
4,53,39,1,40.93
4,34,33,1,31.14
3,45,35,1,30.29
5,38,27,1,493.2
2,28,26,1,53.78
7,39,35,1,46.12
1,18,15,1,53.19
7,30,23,1,142.04
3,29,22,1,176.75
1,18,17,1,7.98
2,17,15,1,31.5
3,20,17,1,53.57
14,46,32,1,456.45
5,25,17,1,580.15
9,51,40,1,423.26
1,44,33,1,68.59
3,57,37,1,79.97
1,34,16,1,38.39
1,30,28,1,25.99
1,17,15,1,21.99
2,74,50,1,189.84
2,29,23,1,88.98
2,23,19,1,12.39
8,57,38,1,112.64
2,27,20,1,46.38
2,15,11,1,111.98
1,39,32,1,9.99
2,25,19,1,32.98
2,26,22,1,96.47
1,17,14,1,106.48
2,46,23,1,30.82
1,10,10,1,46.99
2,17,13,1,124.38
3,18,16,1,70.81
1,26,19,1,45.59
3,33,24,1,242.4
8,55,31,1,316.31
3,44,32,1,28.48
3,27,26,1,48.97
1,17,14,1,125.5
1,17,15,1,410.15
3,34,30,1,86.53
1,26,18,1,41.99
1,14,14,1,63.99
2,41,29,1,13.98
1,21,18,1,108.0
2,65,49,1,36.78
1,22,20,1,15.99
3,28,23,1,112.17
2,31,25,1,106.97
4,17,14,1,54.57
4,28,25,1,48.86
4,66,51,1,55.94
2,11,11,1,288.3
1,16,14,1,160.0
4,18,16,1,65.96
1,14,14,1,16.59
14,37,24,1,309.97
3,53,37,1,24.27
1,18,15,1,80.99
1,23,20,1,24.26
9,47,26,1,275.91
2,51,23,1,45.97
2,50,22,1,21.96
2,28,27,1,41.98
1,13,11,1,22.39
2,20,16,1,168.8
2,23,22,1,79.18
1,24,22,1,14.99
3,25,22,1,61.97
2,46,26,1,42.38
11,36,30,1,355.49
3,26,22,1,35.88
1,14,13,1,1428.25
4,33,24,1,237.37
10,62,40,1,197.2
1,8,8,1,62.43
2,55,40,1,18.35
1,16,14,1,48.59
6,60,40,1,48.25
11,24,20,1,192.05
1,40,31,1,93.9
2,7,7,1,23.49
5,58,40,1,73.94
2,30,27,2,31.18
2,37,30,1,7.39
1,21,17,1,9.99
2,25,19,1,27.5
1,30,14,1,26.19
1,15,15,1,22.19
8,39,23,1,228.32
1,26,23,1,3.99
7,39,29,1,94.26
9,44,33,1,486.0
2,12,11,1,28.58
1,36,28,1,39.38
8,41,30,1,501.56
2,31,25,1,40.98
2,32,21,1,31.48
4,19,16,1,13.98
1,26,23,1,15.99
1,14,12,1,29.94
5,27,19,1,92.69
2,26,25,1,15.98
1,26,23,1,34.58
1,25,21,1,19.99
1,14,11,1,28.99
1,11,11,1,14.19
3,57,40,1,99.57
1,16,15,1,24.99
2,58,47,1,641.0
5,32,23,1,83.29
6,51,37,1,113.18
2,23,18,1,87.8
1,20,17,1,14.59
3,44,38,1,56.17
1,15,12,1,6.5
1,15,15,1,24.78
7,57,41,1,722.58
1,25,21,1,5.99
2,36,25,1,60.58
1,15,12,1,7.99
1,43,33,1,114.54
1,22,19,1,221.7
3,13,13,1,51.37
1,19,17,1,10.99
2,28,22,1,109.58
4,16,11,1,190.0
1,15,14,1,9.5
2,12,12,1,27.78
6,31,22,1,105.94
2,15,15,1,117.46
1,12,12,1,199.4
1,11,11,1,75.29
1,17,14,1,16.29
2,15,12,1,20.11
5,34,29,1,74.03
1,17,15,1,306.75
6,53,37,1,278.44
3,9,9,1,102.97
2,30,24,1,27.9
1,29,23,1,657.75
4,31,23,1,39.92
2,34,27,1,34.98
1,16,15,1,13.97
9,74,50,1,140.43
1,19,19,1,16.19
6,32,20,1,33.97
5,37,37,1,60.19
5,44,32,1,296.5
1,27,20,1,14.59
1,14,14,1,22.99
1,45,32,1,85.99
4,23,17,1,292.19
8,46,32,1,30.43
6,6,6,1,70.22
1,17,13,1,26.99
2,20,15,1,78.75
4,57,42,1,232.58
2,20,20,1,229.85
8,73,50,1,155.16
3,41,30,1,28.97
1,22,19,1,23.99
1,10,9,1,10.99
3,32,24,1,280.23
2,17,15,1,54.38
6,48,34,1,286.53
1,13,11,1,80.5
1,18,17,1,20.19
1,20,16,1,65.99
3,41,26,1,34.51
9,45,28,1,128.25
1,16,15,1,18.99
1,24,18,1,28.99
1,8,7,1,102.99
6,26,21,1,86.14
5,57,35,1,39.67
1,31,27,1,25.99
3,10,10,1,45.61
1,12,12,1,23.99
3,30,25,1,45.17
1,13,13,1,15.59
2,48,39,1,59.38
7,35,31,1,106.92
6,35,24,1,121.63
4,15,15,1,161.96
4,14,10,1,177.0
1,21,18,1,14.79
6,25,15,1,191.28
4,30,24,1,124.16
17,77,44,1,253.43
4,37,32,2,82.0
2,42,36,1,29.98
1,21,16,1,25.99
5,47,32,1,193.25
2,17,14,1,34.98
2,18,16,1,27.5
1,31,26,1,7.98
1,23,21,1,23.99
2,20,16,1,62.56
2,21,17,1,271.4
1,15,14,1,6.99
1,27,26,1,31.99
3,26,21,1,15.42
2,10,10,1,69.96
3,19,16,1,45.61
1,30,27,1,53.99
3,29,24,1,32.82
1,20,14,1,66.59
6,34,29,1,201.99
3,18,17,1,52.01
1,13,11,1,16.29
1,14,12,1,15.63
4,72,53,1,25.04
8,72,56,1,187.16
1,20,16,1,26.19
2,22,20,1,34.5
6,100,74,1,329.75
1,19,16,1,82.99
4,24,20,1,55.12
1,29,23,1,33.19
3,28,19,1,22.16
7,134,104,3,882.77
1,17,15,1,17.59
1,22,20,1,15.29
2,14,13,1,72.86
2,11,10,1,50.98
2,32,26,1,462.1
2,15,15,1,56.97
2,22,18,1,27.96
1,16,12,1,26.19
1,19,17,1,655.75
1,16,16,1,18.99
4,18,15,1,91.57
1,30,28,1,19.99
2,41,29,1,76.62
1,51,39,1,16.99
6,23,15,1,523.54
3,14,14,1,28.25
1,23,18,1,25.99
7,67,50,1,103.44
2,21,19,1,28.9
3,18,12,1,13.96
1,24,23,1,75.19
1,23,20,1,86.19
1,19,14,1,400.5
2,20,18,1,351.79
3,24,17,1,345.0
2,16,12,1,327.2
1,21,21,1,19.19
1,16,14,1,35.99
2,14,12,1,204.47
4,27,23,1,42.96
4,38,33,2,51.59
7,93,73,1,201.32
3,46,37,1,26.18
4,11,11,1,78.16
2,18,15,1,250.75
1,14,12,1,54.07
3,24,20,1,186.7
1,18,18,1,306.0
2,48,40,1,37.48
3,29,24,1,45.77
3,75,33,1,33.45
5,13,13,1,56.71
2,28,22,1,70.38
4,18,14,1,73.28
1,18,16,1,46.79
1,14,11,1,113.9
7,46,41,1,84.9
2,27,21,1,60.18
1,10,9,1,26.99
1,27,26,1,27.99
1,21,18,1,24.99
6,41,27,1,190.1
6,44,29,1,73.78
4,37,32,1,64.96
1,18,18,1,23.99
9,89,61,1,134.12
4,52,40,1,73.24
5,35,26,1,95.15
1,15,15,1,19.19
3,55,40,1,18.97
2,21,18,2,22.86
3,24,24,1,57.97
2,26,20,1,33.22
1,12,12,1,18.19
4,27,19,1,65.15
3,20,17,1,110.69
2,24,21,1,124.98
5,29,23,1,152.37
3,43,31,1,53.97
2,88,61,1,69.98
2,13,11,1,38.78
2,25,21,1,31.98
3,23,21,1,51.07
5,61,44,1,19.95
6,45,32,1,36.66
2,18,14,1,35.78
3,27,21,1,34.01
1,20,17,1,13.79
4,45,32,1,87.26
1,21,16,1,27.99
3,41,31,1,50.97
1,21,18,1,43.59
1,19,16,1,28.99
1,16,13,1,56.99
2,21,15,1,32.96
1,22,21,1,27.99
6,38,24,1,55.54
10,27,23,1,75.14
11,54,45,4,243.14
3,26,20,1,43.37
1,14,14,1,41.77
1,20,19,1,23.19
5,39,29,1,27.27
5,49,39,1,67.65
1,11,10,1,24.99
1,19,13,1,23.99
9,37,24,1,1443.75
2,14,11,1,11.0
4,39,28,1,45.8
2,28,25,1,53.98
2,21,16,1,37.78
2,21,17,1,39.78
6,63,42,1,112.93
4,61,43,1,119.27
3,34,26,1,83.77
4,32,24,1,29.49
3,15,15,1,100.62
2,21,16,1,119.65
3,30,20,1,1060.49
2,68,55,1,35.38
4,27,20,1,59.36
6,41,31,1,760.74
2,12,11,1,33.38
1,17,15,1,401.8
1,14,12,1,28.19
6,36,30,1,102.34
5,45,31,1,67.58
2,23,16,1,33.78
4,44,24,1,74.48
3,25,21,1,32.95
1,19,17,1,17.99
2,26,23,1,36.78
2,22,18,1,122.96
2,41,28,1,26.82
3,44,34,1,73.97
2,17,13,1,24.14
5,12,12,1,659.52
1,23,19,1,1057.78
3,29,26,1,55.97
2,27,21,1,1805.0
1,22,19,1,23.99
2,44,37,1,22.38
1,19,19,1,18.99
1,18,16,1,27.99
3,21,18,1,104.56
10,79,59,1,1036.69
2,20,16,1,49.99
2,36,26,1,86.38
